序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
2,0,40,17,17,74
3,34,34,66,16,150
4,0,16,17,17,50
5,0,34,66,16,116
7,0,33,0,17,50
8,17,33,133,16,199
9,0,33,133,16,182
11,16,17,50,17,100
12,0,17,50,17,84
13,21,12,50,17,100
14,12,34,16,17,79
16,17,33,16,17,83
17,33,33,18,17,101
20,0,17,18,17,52
21,35,32,0,16,83
22,17,32,0,16,65
23,0,32,0,16,48
24,16,34,0,16,66
25,0,34,0,16,50
26,18,33,17,16,84
27,0,33,17,16,66
30,16,33,0,17,66
31,33,34,16,18,101
33,17,17,16,18,68
35,0,34,32,18,84
36,18,32,0,18,68
39,0,35,16,15,66
40,0,17,16,15,48
41,0,31,34,18,83
42,15,34,0,18,67
43,34,35,0,16,85
44,16,35,0,16,67
45,0,35,0,16,51
46,0,17,0,16,33
47,0,32,0,17,49
48,0,16,0,17,33
49,0,34,0,16,50
50,0,17,0,16,33
52,0,18,0,15,33
53,0,32,18,16,66
55,0,34,84,15,133
56,0,16,84,15,115
57,0,32,52,15,99
58,0,16,52,15,83
59,0,35,17,15,67
61,32,34,0,18,84
64,0,17,0,18,35
66,19,30,0,17,66
67,0,30,0,17,47
68,18,35,48,17,118
70,0,18,48,17,83
71,0,31,34,17,82
73,0,34,0,17,51
74,17,32,0,18,67
75,0,32,0,18,50
76,15,35,0,18,68
77,0,35,0,18,53
78,0,17,0,18,35
80,0,15,0,17,32
81,0,32,17,17,66
83,0,34,0,17,51
86,0,17,0,16,33
87,0,34,0,14,48
89,0,31,19,15,65
90,0,17,19,15,51
91,68,34,0,16,118
92,15,34,18,16,83
94,52,32,0,16,100
95,0,34,0,16,50
97,0,32,0,16,48
100,0,19,0,15,34
101,0,32,17,16,65
102,0,17,17,16,50
103,0,33,33,17,83
106,0,16,0,17,33
107,17,16,35,15,83
108,16,35,0,15,66
109,68,34,0,17,119
110,17,33,0,17,67
111,15,18,0,17,50
112,0,18,0,17,35
115,0,34,0,14,48
117,31,33,0,17,81
118,0,17,0,18,35
119,0,33,0,17,50
120,0,15,0,17,32
