序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
2,57,19,17,15,108
3,49,19,17,15,100
4,34,19,17,15,85
5,17,19,17,15,68
7,17,15,16,35,83
8,15,51,14,19,99
9,16,35,14,19,84
11,19,33,16,33,101
12,14,19,16,33,82
13,19,16,15,18,68
14,16,33,33,19,101
16,18,52,15,18,103
17,15,37,15,18,85
20,0,15,33,34,82
21,18,15,34,33,100
22,0,15,34,33,82
23,15,19,15,18,67
24,19,33,20,28,100
25,15,18,20,28,81
26,18,48,35,18,119
27,0,48,35,18,101
30,20,33,16,33,102
31,15,18,16,33,82
33,16,33,15,18,82
35,18,33,15,18,84
36,15,18,15,18,66
39,18,35,28,8,89
40,0,35,28,8,71
41,19,28,8,15,70
42,28,23,16,19,86
43,8,15,16,19,58
44,15,35,15,18,83
45,16,19,15,18,68
46,19,33,16,17,85
47,0,33,16,17,66
48,18,33,15,18,84
49,16,17,15,18,66
50,17,33,15,18,83
52,18,33,18,15,84
53,0,33,18,15,66
55,18,15,19,15,67
56,15,34,17,15,81
57,0,34,17,15,66
58,32,15,35,15,97
59,17,15,35,15,82
61,0,35,15,18,68
64,18,34,16,16,84
66,34,16,15,19,84
67,16,16,15,19,66
68,16,34,16,19,85
70,19,35,48,18,120
71,16,19,48,18,101
73,0,30,36,16,82
74,15,36,50,15,116
75,18,18,50,15,101
76,18,31,19,15,83
77,0,31,19,15,65
78,15,34,16,18,83
80,15,34,16,15,80
81,84,18,84,15,201
83,50,18,84,15,167
86,18,31,53,15,117
87,16,15,53,15,99
89,19,15,19,15,68
90,34,15,16,18,83
91,19,15,16,18,68
92,15,34,16,15,80
94,18,31,19,15,83
95,16,15,19,15,65
97,19,15,16,18,68
100,18,34,15,16,83
101,0,34,15,16,65
102,19,31,19,18,87
103,15,16,19,18,68
106,18,33,16,15,82
107,13,20,16,15,64
108,20,31,19,15,85
109,98,35,17,16,166
110,82,35,17,16,150
111,67,35,17,16,135
112,48,35,17,16,116
