序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
1,82,18,83,16,199
2,58,31,68,15,172
3,51,31,68,15,165
5,67,16,68,16,167
6,65,34,67,15,181
7,68,16,67,15,166
9,65,19,65,17,166
11,66,17,66,17,166
12,67,32,51,16,166
13,67,17,51,16,151
14,65,34,83,16,198
15,66,17,83,16,182
16,66,33,66,19,184
17,68,16,66,19,169
18,51,16,66,19,152
19,66,18,67,16,167
22,66,35,66,16,183
23,69,16,66,16,167
24,51,16,66,16,149
25,67,15,73,13,168
26,66,35,51,15,167
27,66,16,51,15,148
30,73,28,67,16,184
33,68,17,65,16,166
34,78,17,67,17,179
35,65,17,67,17,166
37,65,17,67,17,166
39,66,18,67,17,168
40,67,33,51,15,166
43,68,17,68,16,169
44,67,32,69,15,183
45,67,15,69,15,166
46,51,15,69,15,150
47,65,20,81,18,184
49,67,17,66,15,165
51,53,33,67,16,169
52,81,18,65,19,183
53,83,34,67,22,206
54,66,34,67,22,189
56,67,31,58,10,166
58,65,36,65,16,182
60,67,32,67,16,182
61,51,32,67,16,166
62,58,10,67,16,151
63,66,16,67,16,165
64,65,34,67,17,183
65,59,18,67,17,161
67,66,17,51,15,149
68,67,34,65,18,184
69,67,18,65,18,168
70,67,32,68,16,183
71,68,15,68,16,167
72,51,15,68,16,150
73,69,14,69,15,167
75,66,17,67,18,168
76,68,34,65,18,185
77,83,33,65,18,199
79,66,18,65,18,167
81,69,14,66,18,167
82,65,33,66,17,181
83,68,15,66,17,166
84,65,33,69,15,182
88,66,36,65,18,185
89,65,19,65,18,167
90,50,19,65,18,152
92,51,17,66,16,150
93,51,33,68,15,167
94,50,15,68,15,148
96,66,35,67,14,182
97,64,19,67,14,164
98,68,33,67,15,183
100,68,34,65,18,185
101,52,34,65,18,169
102,50,17,65,18,150
103,66,19,65,19,169
104,67,32,69,16,184
105,65,17,69,16,167
106,65,33,52,14,164
108,65,36,83,16,200
109,69,17,83,16,185
111,67,14,53,16,150
112,52,14,53,16,135
113,66,16,67,17,166
114,83,16,67,16,182
115,67,16,67,16,166
116,53,16,67,16,152
117,50,33,101,14,198
118,67,34,81,19,201
120,67,32,68,17,184
122,101,33,65,19,218
124,81,19,65,19,184
125,65,19,65,19,168
126,68,35,64,18,185
128,68,30,67,17,182
129,54,30,67,17,168
