序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
1,84,18,83,16,201
2,66,18,83,16,183
3,68,35,64,17,184
5,51,19,64,17,151
6,53,31,66,19,169
7,66,33,67,16,182
9,64,33,67,16,180
11,66,34,83,16,199
12,68,15,83,16,182
13,67,33,66,17,183
14,66,17,66,17,166
15,50,17,66,17,150
16,64,15,52,17,148
17,83,16,67,16,182
18,67,16,67,16,166
19,66,34,83,18,201
22,66,17,68,15,166
23,67,33,84,17,201
24,66,17,84,17,184
25,83,18,99,17,217
26,67,18,99,17,201
27,68,31,68,17,184
30,84,33,83,17,217
33,52,16,83,17,168
34,67,17,66,17,167
35,67,31,52,18,168
37,83,17,133,18,251
39,66,35,66,17,184
40,67,18,66,17,168
43,67,34,82,17,200
44,66,18,82,17,183
45,66,32,67,16,181
46,68,15,67,16,166
47,66,35,64,19,184
49,82,17,51,16,166
51,67,32,84,17,200
52,65,16,84,17,182
53,64,35,66,18,183
54,68,16,66,18,168
56,51,33,51,15,150
58,65,17,101,16,199
60,68,15,68,16,167
61,51,15,68,16,150
62,84,34,65,18,201
63,67,34,65,18,184
64,83,32,51,17,183
65,68,32,51,17,168
67,66,33,68,17,184
68,68,15,68,17,168
69,50,15,68,17,150
70,49,35,66,16,166
71,51,17,66,16,150
72,66,17,67,16,166
73,68,33,83,18,202
75,66,34,67,15,182
76,66,18,67,15,166
77,83,17,84,15,199
79,83,18,83,16,200
81,67,33,50,16,166
82,51,33,50,16,150
83,84,15,67,17,183
84,68,15,67,17,167
88,82,33,67,17,199
89,67,33,67,17,184
90,66,16,67,17,166
92,67,15,67,18,167
93,66,34,51,15,166
94,67,16,51,15,149
96,100,15,67,18,200
97,51,16,100,18,185
98,67,15,67,18,167
100,68,15,99,17,199
101,67,33,66,17,183
102,66,16,66,17,165
103,51,16,66,17,150
104,66,16,67,17,166
105,51,16,67,17,151
106,82,35,83,16,216
108,65,18,83,16,182
109,84,16,118,15,233
111,68,37,81,15,201
112,51,37,81,15,184
113,83,16,67,18,184
114,66,16,67,18,167
115,66,34,66,17,183
116,68,16,66,17,167
117,81,15,85,15,196
118,68,15,85,15,183
120,67,15,67,16,165
122,65,17,82,17,181
124,67,15,66,19,167
125,67,34,66,17,184
126,66,18,66,17,167
128,81,34,66,18,199
129,66,34,66,18,184
130,69,15,66,18,168
131,66,35,82,16,199
132,68,18,82,16,184
134,81,34,68,16,199
135,84,16,68,16,184
136,67,16,68,16,167
138,66,16,118,16,216
140,67,17,99,18,201
142,67,15,68,18,168
143,51,15,68,18,152
144,83,33,68,16,200
146,67,16,68,16,167
148,68,16,65,18,167
149,67,34,83,15,199
151,68,31,67,16,182
152,50,31,67,16,164
153,65,34,83,18,200
154,66,16,83,18,183
157,67,34,51,17,169
158,65,18,51,17,151
