序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
2,76,15,151,17,259
3,82,34,67,16,199
4,51,15,151,17,234
5,51,34,67,16,168
7,67,16,533,17,633
8,84,17,50,17,168
9,66,17,50,17,150
11,116,34,165,17,332
12,65,35,166,16,282
13,67,17,166,16,266
14,149,17,100,17,283
16,52,17,165,17,251
17,68,15,100,16,199
20,98,34,101,16,249
21,81,34,101,16,232
22,116,17,102,15,250
23,67,17,101,16,201
24,50,17,101,16,184
25,66,17,102,15,200
26,67,34,68,15,184
27,67,17,68,15,167
30,183,17,68,20,288
31,67,18,66,15,166
33,52,32,100,17,201
35,99,17,68,20,204
36,81,17,68,20,186
39,66,17,100,17,200
40,66,34,66,17,183
41,51,34,66,17,168
42,68,30,53,17,168
43,71,10,53,17,151
44,117,17,66,16,216
45,66,17,100,16,199
46,66,34,66,16,182
47,63,17,66,16,162
48,87,15,84,18,204
49,117,33,66,17,233
50,116,17,66,17,216
52,66,33,66,17,182
53,65,17,66,17,165
55,67,18,65,17,167
56,68,31,68,16,183
57,52,31,68,16,167
58,100,34,68,14,216
59,66,17,67,19,169
61,117,35,100,15,267
64,102,32,68,15,217
66,68,32,68,15,183
67,66,18,68,15,167
68,49,18,68,15,150
70,66,34,64,17,181
71,52,34,64,17,167
73,82,33,136,17,268
74,65,33,136,17,251
75,99,18,66,16,199
76,64,35,66,16,181
77,66,18,66,16,166
78,68,34,67,17,186
80,101,35,97,18,251
81,52,32,67,17,168
83,51,35,97,18,201
86,101,31,68,18,218
87,68,17,117,14,216
89,64,16,68,18,166
90,65,34,201,17,317
91,82,34,68,15,199
92,65,34,68,15,182
94,151,16,134,16,317
95,99,19,65,15,198
97,65,19,65,15,164
100,67,34,134,17,252
101,84,34,100,17,235
102,116,17,83,15,231
103,84,34,83,15,216
106,68,32,51,15,166
107,85,34,99,18,236
108,100,32,366,17,515
109,65,18,99,18,200
110,66,32,366,17,481
111,118,32,100,17,267
112,101,32,100,17,250
115,82,36,133,16,267
117,68,18,133,16,235
118,99,33,101,16,249
119,117,34,100,17,268
120,67,33,101,16,217
121,82,34,100,17,233
123,119,32,166,17,334
127,84,33,65,17,199
128,67,33,65,17,182
