序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
1,0,39,13,18,70
2,13,18,16,19,66
3,0,18,16,19,53
5,19,30,33,19,101
6,48,15,19,14,96
7,33,15,19,14,81
9,82,34,18,15,149
11,48,34,18,15,115
12,34,34,18,15,101
13,50,33,34,16,133
14,34,33,34,16,117
15,17,33,34,16,100
16,18,15,34,16,83
17,15,34,16,17,82
18,34,33,15,20,102
19,17,33,15,20,85
22,15,20,15,16,66
23,35,16,18,16,85
24,15,16,18,16,65
25,16,34,117,18,185
26,18,16,117,18,169
27,16,33,84,18,151
30,16,17,51,18,102
33,16,35,15,19,85
34,17,18,15,19,69
35,82,36,16,16,150
37,49,36,16,16,117
39,15,36,16,16,83
40,18,18,16,16,68
43,16,33,33,17,99
44,16,17,33,17,83
45,17,33,34,17,101
46,0,33,34,17,84
47,15,34,34,15,98
49,0,17,34,15,66
51,0,17,15,18,50
52,15,18,84,15,132
53,34,17,51,15,117
54,16,17,51,15,99
56,17,16,18,15,66
58,18,15,18,16,67
60,34,38,13,15,100
61,16,38,13,15,82
62,17,21,13,15,66
63,21,28,18,17,84
64,13,15,18,17,63
65,15,35,15,16,81
67,17,31,18,16,82
68,15,16,18,16,65
69,16,34,16,19,85
70,18,16,16,19,69
71,51,33,16,18,118
72,35,33,16,18,102
73,19,33,16,18,86
75,34,18,16,16,84
76,16,18,16,16,66
77,18,32,17,16,83
79,117,32,33,16,198
81,84,32,33,16,165
82,68,32,33,16,149
83,50,32,33,16,131
84,35,32,33,16,116
88,17,16,16,18,67
89,16,34,16,18,84
90,16,18,16,18,68
92,0,34,133,17,184
93,18,32,101,17,168
94,17,15,101,17,150
96,17,16,68,17,118
97,16,35,33,17,101
98,17,18,33,17,85
100,100,33,32,18,183
101,83,33,32,18,166
102,67,33,32,18,150
103,50,33,32,18,133
104,35,33,32,18,118
105,17,33,32,18,100
106,16,17,32,18,83
108,16,16,18,17,67
109,34,17,16,16,83
111,17,32,34,16,99
112,16,16,34,16,82
113,16,34,16,17,83
114,34,33,18,16,101
115,18,33,18,16,85
116,16,17,18,16,67
117,17,34,16,16,83
118,18,16,16,16,66
120,16,16,34,18,84
122,17,17,18,16,68
124,0,34,17,16,67
125,16,33,18,16,83
126,17,16,18,16,67
128,34,33,16,18,101
129,16,33,16,18,83
130,0,33,16,18,67
131,67,16,49,17,149
132,50,16,49,17,132
134,16,16,49,17,98
135,16,33,33,18,100
136,17,16,33,18,84
138,16,17,118,15,166
