序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
2,31,35,15,15,96
3,18,35,15,15,83
4,16,19,15,15,65
5,34,15,18,15,82
7,15,33,19,14,81
8,0,33,19,14,66
9,15,33,18,16,82
11,0,14,18,16,48
12,34,34,18,15,101
13,16,34,18,15,83
14,34,33,167,17,251
16,33,34,133,17,217
17,15,34,133,17,199
20,33,35,65,17,150
21,52,31,34,17,134
22,35,31,34,17,117
23,20,31,34,17,102
24,0,31,34,17,82
25,34,16,17,16,83
26,18,16,17,16,67
27,16,33,16,17,82
30,16,17,18,16,67
31,17,34,35,15,101
33,16,35,15,19,85
35,18,34,15,15,82
36,34,30,36,16,116
39,15,36,16,16,83
40,18,18,16,16,68
41,18,32,16,17,83
42,16,16,16,17,65
43,16,33,33,17,99
44,16,17,33,17,83
45,17,33,83,18,151
46,0,33,83,18,134
47,15,34,49,18,116
48,17,17,49,18,101
49,0,17,49,18,84
50,17,17,15,18,67
52,15,18,16,17,66
53,0,18,16,17,51
55,34,16,18,15,83
56,33,33,34,17,117
57,34,15,34,17,100
58,18,15,34,17,84
59,87,28,18,17,150
61,54,28,18,17,117
64,0,28,18,17,63
66,35,31,18,16,100
67,17,31,18,16,82
68,15,16,18,16,65
70,18,16,35,15,84
71,16,35,15,18,84
73,19,33,34,16,102
74,15,18,34,16,83
75,34,18,16,16,84
76,16,18,16,16,66
77,34,16,17,16,83
78,16,16,17,16,65
80,17,16,18,15,66
81,16,33,18,17,84
83,15,35,32,17,99
86,81,18,34,17,150
87,66,18,34,17,135
89,32,18,34,17,101
90,16,18,34,17,85
91,0,18,34,17,69
92,16,18,32,17,83
94,17,15,85,16,133
95,15,33,52,16,116
97,101,15,18,17,151
100,50,15,18,17,100
101,33,15,18,17,83
102,17,15,18,17,67
103,83,32,18,17,150
106,49,16,18,17,100
107,33,16,18,17,84
108,16,16,18,17,67
109,16,35,16,16,83
110,35,32,16,18,101
111,17,32,16,18,83
112,16,16,16,18,66
