序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
2,18,15,65,16,114
3,31,32,84,17,164
4,16,32,84,17,149
5,49,50,69,15,183
7,0,17,16,34,67
8,16,34,69,15,134
9,0,34,69,15,118
11,0,17,17,17,51
12,0,34,18,15,67
13,35,15,51,17,118
14,101,33,15,35,184
16,0,33,18,17,68
17,16,35,48,35,134
20,48,35,17,15,115
21,0,16,15,35,66
22,50,17,49,17,133
23,84,34,132,17,267
24,36,32,17,17,102
25,66,17,132,17,232
26,15,17,17,17,66
27,0,17,17,17,51
30,48,18,22,11,99
31,72,11,19,14,116
33,116,18,150,18,302
35,44,50,150,18,262
36,83,18,132,18,251
39,33,18,132,18,201
40,18,18,132,18,186
41,0,18,132,18,168
42,14,18,0,17,49
43,53,33,0,16,102
44,0,35,14,19,68
45,18,33,0,16,67
46,14,19,0,16,49
47,0,19,0,16,35
48,0,32,51,33,116
49,0,16,51,33,100
50,0,34,17,33,84
52,50,16,0,16,82
53,0,33,0,16,49
55,50,34,16,18,118
56,0,34,201,14,249
57,33,19,16,18,86
58,15,19,16,18,68
59,0,19,16,18,53
61,18,32,0,16,66
64,16,16,17,33,82
66,0,50,19,14,83
67,0,33,19,14,66
68,17,19,14,18,68
70,0,32,148,17,197
71,18,33,49,17,117
73,50,32,49,17,148
74,49,17,49,17,132
75,85,49,0,16,150
76,51,16,100,17,184
77,0,17,49,17,83
78,0,35,100,17,152
80,14,35,0,16,65
81,17,18,0,16,51
83,0,16,0,17,33
86,0,34,131,17,182
87,116,32,0,17,165
89,51,33,82,18,184
90,35,33,82,18,168
91,19,33,82,18,152
92,0,33,82,18,133
94,16,16,0,17,49
95,16,34,16,18,84
97,17,34,116,17,184
100,0,34,15,34,83
101,0,17,15,34,66
102,64,18,32,17,131
103,0,34,65,17,116
106,0,18,32,17,67
107,17,49,19,15,100
108,0,49,19,15,83
109,0,34,19,15,68
110,0,17,19,15,51
111,0,19,31,17,67
112,31,33,101,33,198
115,16,34,67,33,150
117,0,13,67,33,113
118,0,35,32,33,100
119,0,17,32,33,82
120,0,32,33,18,83
121,0,17,33,18,68
123,36,16,0,16,68
127,0,16,201,18,235
128,68,33,50,17,168
129,0,19,17,15,51
130,48,17,50,17,132
131,15,33,50,17,115
132,0,33,50,17,100
133,0,17,50,17,84
135,19,33,133,16,201
136,0,33,133,16,182
137,17,33,68,16,134
138,66,35,0,16,117
140,0,33,0,18,51
141,0,15,0,18,33
142,0,35,0,16,51
143,0,17,0,16,33
144,32,34,232,17,315
146,16,18,232,17,283
151,0,15,100,17,132
152,20,15,31,18,84
153,0,15,31,18,64
154,0,31,0,18,49
156,0,34,116,18,168
157,0,16,116,18,150
158,0,51,32,18,101
159,34,15,50,18,117
161,132,16,18,33,199
162,0,35,15,18,68
163,18,33,49,16,116
164,0,33,49,16,98
165,50,33,18,33,134
166,32,33,18,33,116
167,49,51,66,18,184
169,67,17,0,16,100
170,68,33,16,18,135
171,15,18,66,18,117
172,51,17,16,18,102
173,0,17,0,16,33
175,51,32,19,15,117
176,34,32,19,15,100
177,18,32,19,15,84
181,0,15,133,18,166
182,18,16,0,17,51
183,0,16,0,17,33
185,0,16,66,18,100
186,32,34,0,18,84
189,0,16,0,18,34
190,0,36,14,16,66
191,18,30,18,16,82
192,30,34,17,18,99
193,16,34,17,18,85
194,51,18,0,17,86
196,0,35,0,17,52
198,0,32,50,34,116
199,0,15,50,34,99
201,47,18,31,18,114
203,16,18,31,18,83
204,18,16,100,16,150
205,16,33,67,16,132
206,0,33,67,16,116
207,18,35,15,17,85
208,0,35,15,17,67
209,21,32,67,16,136
210,15,17,67,16,115
211,17,34,67,17,135
212,16,18,67,17,118
214,0,33,83,16,132
216,0,34,17,15,66
220,0,33,16,18,67
221,0,16,16,18,50
223,18,51,51,14,134
224,0,51,51,14,116
225,15,19,51,14,99
226,19,15,167,36,237
228,0,36,0,14,50
229,0,17,0,14,31
231,0,17,33,17,67
232,0,33,0,17,50
234,0,35,48,20,103
235,0,18,48,20,86
237,15,36,14,17,82
239,20,31,0,17,68
241,17,34,50,16,117
242,34,34,16,16,100
243,0,17,50,16,83
245,0,19,16,16,51
246,0,32,66,19,117
247,16,50,16,19,101
249,33,35,0,18,86
251,35,18,64,17,134
254,16,15,0,17,48
255,115,33,34,15,197
256,0,33,0,17,50
