序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
2,0,64,0,34,98
3,0,33,0,34,67
4,0,69,0,31,100
5,0,35,0,31,66
7,0,34,0,33,67
9,0,33,0,35,68
10,0,69,0,32,101
11,0,34,0,32,66
12,0,65,0,33,98
13,0,33,0,33,66
14,0,66,0,34,100
15,0,33,0,34,67
16,0,68,0,32,100
17,0,34,0,32,66
18,0,68,0,33,101
19,0,36,0,33,69
20,0,66,0,31,97
22,0,66,0,33,99
24,0,67,0,31,98
25,0,34,0,31,65
26,0,66,0,35,101
27,0,35,0,35,70
30,0,64,0,33,97
31,0,33,0,33,66
32,0,70,0,32,102
34,0,65,0,33,98
35,0,33,0,33,66
38,0,68,0,36,104
39,0,34,0,36,70
40,0,74,0,29,103
41,0,38,0,29,67
42,0,63,0,28,91
43,0,34,0,28,62
44,0,66,0,30,96
45,0,38,0,30,68
48,0,67,0,33,100
50,0,68,0,32,100
51,0,35,0,32,67
52,0,66,0,39,105
53,0,34,0,39,73
54,0,67,0,31,98
57,0,36,0,35,71
60,0,63,36,36,135
61,0,27,36,36,99
62,0,72,0,31,103
63,0,36,0,31,67
64,0,64,31,33,128
66,0,64,0,37,101
67,0,33,0,37,70
69,0,31,0,33,64
70,0,68,0,33,101
71,0,35,0,33,68
75,0,35,0,33,68
76,0,67,0,30,97
78,0,65,0,34,99
79,0,35,0,34,69
80,0,68,0,33,101
81,0,34,0,33,67
82,0,64,0,33,97
83,0,31,0,33,64
85,0,34,0,33,67
88,0,64,0,35,99
89,0,32,0,35,67
90,0,67,0,34,101
91,0,32,0,34,66
92,0,67,0,35,102
94,0,67,0,37,104
95,0,32,0,37,69
98,0,65,0,34,99
99,0,35,0,34,69
100,0,65,0,35,100
101,0,31,0,35,66
102,0,69,31,34,134
103,0,34,31,34,99
104,0,65,32,36,133
108,0,62,37,35,134
109,0,33,37,35,105
112,0,66,0,32,98
114,0,64,0,33,97
115,0,32,0,33,65
116,0,68,0,32,100
118,0,64,0,37,101
119,0,32,0,37,69
120,37,34,0,32,103
121,0,34,0,32,66
122,0,68,0,31,99
123,0,36,0,31,67
124,0,66,0,30,96
125,0,35,0,30,65
126,0,64,0,34,98
127,0,34,0,34,68
128,0,65,0,38,103
129,0,31,0,38,69
130,0,69,0,35,104
131,0,31,0,35,66
133,0,30,0,34,64
135,0,35,0,31,66
136,0,65,0,33,98
137,0,34,0,33,67
141,0,34,0,30,64
142,0,64,0,38,102
144,0,67,0,32,99
145,0,29,0,32,61
146,0,68,0,33,101
149,0,35,0,32,67
150,0,64,0,35,99
151,0,32,0,35,67
153,0,34,0,30,64
154,0,65,0,32,97
155,0,35,0,32,67
156,0,68,0,31,99
158,0,65,0,32,97
159,0,34,0,32,66
161,0,36,0,32,68
163,0,37,0,29,66
165,0,33,0,33,66
166,0,67,0,33,100
168,0,73,0,27,100
169,0,40,0,27,67
170,27,35,0,31,93
171,0,35,0,31,66
172,0,66,0,34,100
173,0,35,0,34,69
175,0,32,0,35,67
177,0,32,0,33,65
178,0,66,0,33,99
180,0,67,0,32,99
181,0,34,0,32,66
182,0,68,0,34,102
183,0,36,0,34,70
184,0,67,0,31,98
186,0,65,0,34,99
188,0,67,0,34,101
189,0,33,0,34,67
190,0,69,0,31,100
192,0,64,0,36,100
194,0,66,0,34,100
196,0,69,0,32,101
197,0,35,0,32,67
198,0,66,0,33,99
199,0,34,0,33,67
202,0,68,0,32,100
203,0,33,0,32,65
204,0,66,0,31,97
207,0,37,0,30,67
209,0,36,0,32,68
210,0,65,0,33,98
211,0,33,0,33,66
214,0,67,0,35,102
215,0,31,0,35,66
216,0,67,0,32,99
217,0,32,0,32,64
219,0,34,0,36,70
221,0,32,0,34,66
222,0,66,0,33,99
224,0,67,0,32,99
226,0,67,0,33,100
227,0,35,0,33,68
229,0,34,0,34,68
230,0,66,0,33,99
232,0,66,34,32,132
233,0,33,34,32,99
235,0,32,0,33,65
236,0,69,0,32,101
237,0,36,0,32,68
239,0,34,0,31,65
240,0,65,0,35,100
241,0,34,0,35,69
242,0,69,34,32,135
243,0,34,34,32,100
244,0,66,0,33,99
246,0,66,0,34,100
247,0,33,0,34,67
250,0,68,0,32,100
251,0,33,0,32,65
252,0,67,0,31,98
255,0,33,34,35,102
257,0,35,33,34,102
258,0,67,0,29,96
259,0,34,0,29,63
261,0,36,32,37,105
263,0,37,33,33,103
264,0,66,0,32,98
265,0,33,0,32,65
266,0,69,0,28,97
268,0,61,36,34,131
270,0,70,0,33,103
271,0,34,0,33,67
272,0,65,0,33,98
274,0,68,0,33,101
275,0,35,0,33,68
276,0,64,0,39,103
277,0,31,0,39,70
278,0,68,0,35,103
279,0,29,0,35,64
280,0,67,0,32,99
281,0,32,0,32,64
282,0,66,0,34,100
283,0,34,0,34,68
284,0,67,0,34,101
285,0,33,0,34,67
287,0,34,0,33,67
288,0,64,34,34,132
289,0,31,34,34,99
290,0,68,0,34,102
291,0,34,0,34,68
293,0,33,0,33,66
294,0,66,0,33,99
297,0,34,0,35,69
298,0,67,33,42,142
300,0,75,25,32,132
303,0,32,36,32,100
304,0,68,32,34,134
306,0,66,35,31,132
307,0,34,35,31,100
308,0,66,35,33,134
309,0,31,35,33,99
310,0,68,33,32,133
311,0,33,33,32,98
312,0,65,0,36,101
314,0,67,33,36,136
315,0,31,33,36,100
