序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
1,0,50,8,16,74
2,8,16,18,16,58
3,16,34,15,19,84
5,16,34,33,17,100
6,84,18,15,18,135
7,69,18,15,18,120
9,102,14,19,15,150
11,67,14,19,15,115
12,49,14,19,15,97
13,34,14,19,15,82
14,16,14,19,15,64
15,33,15,34,19,101
16,19,15,34,19,87
17,15,34,19,15,83
18,34,34,16,21,105
19,14,34,16,21,85
22,16,21,11,19,67
23,21,30,15,18,84
24,45,18,17,15,95
25,34,18,17,15,84
26,15,18,17,15,65
27,35,15,33,18,101
30,19,14,37,15,85
33,0,19,33,16,68
34,149,15,17,17,198
35,134,15,17,17,183
37,100,15,17,17,149
39,115,34,48,20,217
40,101,34,48,20,203
43,49,34,48,20,151
44,34,34,48,20,136
45,17,34,48,20,119
46,34,31,17,20,102
47,147,37,79,18,281
49,200,19,14,18,251
51,166,19,14,18,217
52,146,19,14,18,197
53,133,19,14,18,184
54,116,19,14,18,167
56,116,18,19,15,168
58,79,18,19,15,131
60,48,18,19,15,100
61,134,18,17,16,185
62,115,18,17,16,166
63,101,18,17,16,152
64,83,18,17,16,134
65,82,33,16,19,150
67,49,33,16,19,117
68,35,33,16,19,103
69,18,33,16,19,86
70,133,34,15,19,201
71,116,34,15,19,184
72,100,34,15,19,168
73,84,34,15,19,152
75,49,34,15,19,117
76,34,34,15,19,102
77,15,34,15,19,83
79,15,34,17,16,82
81,19,33,84,15,151
82,0,33,84,15,132
83,16,32,52,15,115
84,0,32,52,15,99
88,19,15,32,19,85
89,81,34,18,17,150
90,66,34,18,17,135
92,34,34,18,17,103
93,33,16,18,17,84
94,18,16,18,17,69
96,84,15,19,15,133
97,81,34,16,19,150
98,64,34,16,19,133
100,34,34,16,19,103
101,15,34,16,19,84
102,19,15,16,19,69
103,15,35,82,18,150
104,0,35,82,18,135
105,19,31,51,18,119
106,0,31,51,18,100
108,18,15,18,18,69
109,15,36,15,16,82
111,18,31,16,18,83
112,65,34,18,16,133
113,50,34,18,16,118
114,34,34,18,16,102
115,18,34,18,16,86
116,19,15,18,16,68
117,15,34,15,19,83
118,18,16,15,19,68
120,15,19,15,18,67
122,15,18,16,15,64
124,31,35,15,19,100
125,15,35,15,19,84
126,0,35,15,19,69
128,34,31,19,18,102
129,19,31,19,18,87
130,15,16,19,18,68
131,0,16,19,18,53
132,37,31,67,15,150
134,31,34,33,15,113
135,18,34,33,15,100
136,0,34,33,15,82
138,33,34,16,15,98
140,15,19,16,15,65
142,0,31,102,5,138
143,15,102,5,29,151
144,18,84,5,29,136
146,34,31,19,16,100
148,19,31,19,16,85
149,0,31,19,16,66
151,19,16,15,19,69
152,50,30,19,18,117
153,34,30,19,18,101
154,19,30,19,18,86
157,19,18,12,21,70
158,18,33,17,14,82
159,12,21,17,14,64
160,21,31,19,17,88
161,31,36,14,17,98
162,64,17,16,16,113
163,50,17,16,16,99
164,31,17,16,16,80
165,14,17,16,16,63
166,17,32,17,19,85
168,33,19,18,15,85
169,36,33,49,16,134
170,101,16,36,14,167
171,82,16,36,14,148
172,64,16,36,14,130
173,49,16,36,14,115
174,84,31,17,16,148
175,70,31,17,16,134
177,36,31,17,16,100
178,19,31,17,16,83
180,17,33,17,16,83
181,17,16,17,16,66
