序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
1,0,36,0,23,59
2,0,39,0,17,56
3,16,16,0,17,49
5,0,32,0,19,51
6,0,15,0,19,34
7,0,34,0,16,50
9,0,32,0,21,53
11,0,21,0,19,40
12,0,35,0,30,65
13,0,16,0,30,46
14,0,48,0,33,81
15,0,34,0,33,67
16,0,18,0,33,51
17,0,33,0,16,49
18,0,17,0,16,33
19,0,34,0,32,66
22,0,16,0,17,33
23,0,35,0,32,67
24,0,18,0,32,50
25,0,32,0,16,48
26,16,33,0,17,66
27,0,33,0,17,50
30,0,16,0,18,34
33,0,33,0,18,51
34,0,17,0,18,35
35,0,18,0,17,35
37,0,30,20,16,66
39,0,20,0,16,36
40,0,48,0,19,67
43,0,19,0,31,50
44,0,48,0,16,64
45,0,33,0,16,49
46,0,17,0,16,33
47,0,33,0,16,49
49,0,35,0,33,68
51,0,33,0,16,49
52,0,17,0,16,33
53,0,33,0,16,49
54,0,17,0,16,33
56,0,17,17,17,51
58,0,17,0,16,33
60,0,17,0,18,35
61,0,18,0,16,34
62,0,47,0,19,66
63,0,31,0,19,50
64,0,16,0,19,35
65,0,35,0,18,53
67,0,18,0,32,50
68,0,48,0,17,65
69,16,16,0,17,49
70,0,16,0,17,33
71,0,33,19,16,68
72,0,16,19,16,51
73,0,19,0,16,35
75,0,34,0,31,65
76,18,31,0,19,68
77,0,31,0,19,50
79,0,19,0,31,50
81,16,17,0,18,51
82,0,17,0,18,35
83,0,18,0,17,35
84,0,49,0,17,66
88,0,16,17,17,50
89,0,34,0,16,50
90,0,17,0,16,33
92,0,16,19,32,67
93,0,19,16,16,51
94,0,49,17,16,82
96,0,17,17,16,50
97,0,33,18,17,68
98,0,16,18,17,51
100,0,49,18,16,83
101,0,32,18,16,66
102,0,16,18,16,50
103,0,18,16,32,66
104,0,48,17,16,81
105,0,32,17,16,65
106,0,16,17,16,49
108,0,16,0,19,35
109,0,19,16,33,68
111,0,33,16,18,67
112,0,17,16,18,51
113,0,34,16,16,66
114,0,18,16,16,50
115,0,32,16,17,65
116,0,16,16,17,49
117,0,33,18,33,84
118,0,17,18,33,68
120,0,50,16,18,84
122,0,17,16,18,51
124,0,18,16,34,68
125,0,16,15,19,50
126,0,34,0,16,50
128,0,48,17,17,82
129,0,32,17,17,66
130,0,16,17,17,50
131,0,34,16,16,66
132,0,17,16,16,49
134,0,16,19,16,51
135,0,19,16,32,67
136,0,48,18,15,81
138,0,16,18,15,49
140,0,15,18,17,50
142,0,17,0,16,33
143,0,34,0,32,66
144,0,18,0,32,50
146,16,33,0,18,67
148,0,17,0,18,35
149,0,18,0,33,51
151,18,16,18,32,84
152,0,16,18,32,66
153,0,18,0,32,50
154,0,48,0,17,65
157,0,35,16,17,68
158,0,18,16,17,51
159,0,33,16,16,65
160,0,17,16,16,49
161,0,32,18,33,83
162,0,16,18,33,67
163,0,18,16,17,51
