序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
2,0,10,18,17,45
3,18,17,0,19,54
4,0,17,0,19,36
5,0,34,0,16,50
7,0,33,0,18,51
8,0,17,0,18,35
9,0,33,0,18,51
11,0,35,0,14,49
12,0,17,0,14,31
13,0,33,0,16,49
14,0,19,0,16,35
16,0,16,0,17,33
17,0,33,0,17,50
20,0,17,0,16,33
21,0,34,0,16,50
22,0,18,0,16,34
23,0,32,0,19,51
24,0,16,0,19,35
25,0,34,0,18,52
26,0,15,0,18,33
27,0,33,0,17,50
30,0,17,17,15,49
31,0,32,0,18,50
33,0,36,0,15,51
35,0,32,0,18,50
36,0,17,0,18,35
39,0,32,0,16,48
40,0,16,0,16,32
41,0,35,0,15,50
42,0,19,0,15,34
43,0,33,0,17,50
44,0,18,0,17,35
45,0,32,18,15,65
46,0,15,18,15,48
47,0,33,0,18,51
48,0,15,0,18,33
49,0,35,0,16,51
50,0,17,0,16,33
52,0,17,0,16,33
53,0,32,17,17,66
55,0,34,0,17,51
56,0,17,0,17,34
57,0,34,0,16,50
58,0,17,0,16,33
59,0,34,0,15,49
61,0,33,0,15,48
64,0,17,0,17,34
66,0,17,0,18,35
67,0,34,0,16,50
68,0,16,0,16,32
70,0,17,0,16,33
71,0,32,0,17,49
73,0,34,0,18,52
74,0,17,0,18,35
75,0,33,16,19,68
76,0,15,16,19,50
77,0,35,0,15,50
78,0,19,0,15,34
80,0,17,0,18,35
81,0,35,0,15,50
83,0,32,17,16,65
86,0,16,0,18,34
87,0,35,0,15,50
89,0,31,0,18,49
90,0,16,0,18,34
91,0,35,16,18,69
92,0,17,16,18,51
94,0,18,0,15,33
95,0,31,0,16,47
97,0,35,0,16,51
100,0,17,0,17,34
101,0,33,0,16,49
102,0,16,0,16,32
103,0,33,0,18,51
106,0,16,0,16,32
107,0,33,0,16,49
108,0,17,0,16,33
109,0,32,0,19,51
110,0,16,0,19,35
111,0,35,0,15,50
112,0,16,0,15,31
115,0,35,0,16,51
117,0,33,0,17,50
118,0,17,0,17,34
119,0,33,0,16,49
120,0,16,0,16,32
121,0,33,0,18,51
123,0,34,0,15,49
127,0,34,0,16,50
128,0,18,0,16,34
129,0,33,18,15,66
130,0,17,18,15,50
131,0,33,16,17,66
132,0,15,16,17,48
133,0,33,0,18,51
135,0,32,0,19,51
136,0,14,0,19,33
137,0,34,0,19,53
138,0,15,0,19,34
140,0,17,0,15,32
141,0,32,0,15,47
142,0,17,0,15,32
143,0,34,16,17,67
144,0,19,16,17,52
146,0,17,0,17,34
151,0,34,0,16,50
152,0,18,0,16,34
153,0,32,0,18,50
154,0,16,0,18,34
156,0,16,0,17,33
157,0,34,0,16,50
158,0,17,0,16,33
159,0,31,0,18,49
161,0,35,0,16,51
162,0,17,0,16,33
163,0,34,0,16,50
