序号,发送->接收,接收->转发,转发->接收,接收->处理,总计
1,215,16,52,14,297
2,174,16,52,14,256
3,168,16,52,14,250
5,135,16,52,14,217
6,118,16,52,14,200
7,101,16,52,14,183
9,68,16,52,14,150
11,35,16,52,14,117
12,34,33,19,14,100
13,16,33,19,14,82
14,88,11,134,17,250
15,73,11,134,17,235
16,55,11,134,17,217
17,36,11,134,17,198
18,33,34,100,17,184
19,11,34,100,17,162
22,68,32,301,16,417
23,49,32,301,16,398
24,35,32,301,16,384
25,33,17,301,16,367
26,32,34,267,16,349
27,17,34,267,16,334
30,117,16,134,16,283
33,66,16,134,16,232
34,117,16,69,16,218
35,100,16,69,16,201
37,65,16,69,16,166
39,34,16,69,16,135
40,16,16,69,16,117
43,16,34,117,16,183
44,34,32,85,16,167
45,19,32,85,16,152
46,151,20,13,16,200
47,135,20,13,16,184
49,101,20,13,16,150
51,70,20,13,16,119
52,52,20,13,16,101
53,202,16,166,17,401
54,186,16,166,17,385
56,148,16,166,17,347
58,169,32,100,17,318
60,133,32,100,17,282
61,119,32,100,17,268
62,101,32,100,17,250
63,83,32,100,17,232
64,67,32,100,17,216
65,50,32,100,17,199
67,20,32,100,17,169
68,32,32,68,17,149
69,16,32,68,17,133
70,32,35,33,17,117
71,15,35,33,17,100
72,35,33,146,30,244
73,16,33,146,30,225
75,32,16,113,30,191
76,17,16,113,30,176
77,100,29,30,15,174
79,68,29,30,15,142
81,33,29,30,15,107
82,17,29,30,15,91
83,29,30,15,16,90
84,30,31,16,16,93
88,16,16,86,14,132
89,151,34,81,17,283
90,135,34,81,17,267
92,98,34,81,17,230
93,82,34,81,17,214
94,68,34,81,17,200
96,35,34,81,17,167
97,169,14,52,17,252
98,152,14,52,17,235
100,132,33,85,17,267
101,117,33,85,17,252
102,150,17,81,15,263
103,133,17,81,15,246
104,117,17,81,15,230
105,103,17,81,15,216
106,86,17,81,15,199
108,183,16,85,16,300
109,164,16,85,16,281
111,131,16,85,16,248
112,114,16,85,16,231
113,99,16,85,16,216
114,81,16,85,16,198
115,65,16,85,16,182
116,48,16,85,16,165
117,33,16,85,16,150
118,18,16,85,16,135
120,0,35,50,16,101
122,182,20,31,18,251
124,148,20,31,18,217
125,132,20,31,18,201
126,116,20,31,18,185
128,82,20,31,18,151
129,65,20,31,18,134
130,48,20,31,18,117
131,32,20,31,18,101
132,17,20,31,18,86
134,31,35,47,19,132
135,34,17,47,19,117
136,151,16,18,14,199
138,116,16,18,14,164
140,85,16,18,14,133
142,50,16,18,14,98
143,34,16,18,14,82
144,17,16,18,14,65
146,399,35,215,18,667
148,367,35,215,18,635
149,348,35,215,18,616
151,316,35,215,18,584
152,300,35,215,18,568
153,283,35,215,18,551
154,267,35,215,18,535
157,216,35,215,18,484
158,200,35,215,18,468
159,734,17,16,18,785
160,718,17,16,18,769
161,701,17,16,18,752
162,682,17,16,18,733
163,667,17,16,18,718
164,651,17,16,18,702
165,636,17,16,18,687
166,618,17,16,18,669
168,584,17,16,18,635
169,567,17,16,18,618
170,551,17,16,18,602
171,533,17,16,18,584
172,516,17,16,18,567
173,500,17,16,18,551
174,483,17,16,18,534
175,466,17,16,18,517
177,433,17,16,18,484
178,417,17,16,18,468
180,384,17,16,18,435
181,366,17,16,18,417
182,349,17,16,18,400
183,334,17,16,18,385
184,317,17,16,18,368
185,301,17,16,18,352
188,249,17,16,18,300
189,233,17,16,18,284
192,185,17,16,18,236
193,166,17,16,18,217
195,133,17,16,18,184
196,118,17,16,18,169
197,99,17,16,18,150
198,152,16,17,16,201
199,134,16,17,16,183
200,119,16,17,16,168
203,68,16,17,16,117
204,51,16,17,16,100
205,35,16,17,16,84
206,17,16,17,16,66
207,16,33,83,16,148
208,198,34,117,16,365
209,181,34,117,16,348
210,165,34,117,16,332
212,132,34,117,16,299
213,116,34,117,16,283
215,82,34,117,16,249
216,84,16,117,16,233
217,66,16,117,16,215
218,84,17,83,16,200
220,167,34,82,17,300
221,149,34,82,17,282
225,81,34,82,17,214
226,64,34,82,17,197
228,31,34,82,17,164
229,83,33,16,17,149
230,67,33,16,17,133
231,51,33,16,17,117
232,150,16,84,17,267
233,150,35,49,17,251
234,168,32,17,17,234
236,135,32,17,17,201
237,119,32,17,17,185
238,102,32,17,17,168
239,85,32,17,17,151
240,84,16,17,17,134
242,51,16,17,17,101
243,34,16,17,17,84
245,16,34,32,18,100
246,84,16,84,16,200
248,50,16,84,16,166
249,33,16,84,16,149
250,18,16,84,16,134
252,35,33,148,18,234
253,35,17,148,18,218
258,16,18,82,18,134
259,34,17,49,18,118
260,16,17,49,18,100
261,34,16,34,15,99
262,17,16,34,15,82
265,18,33,16,17,84
266,84,15,18,15,132
267,469,17,1265,19,1770
268,451,17,1265,19,1752
269,435,17,1265,19,1736
270,418,17,1265,19,1719
271,400,17,1265,19,1701
272,385,17,1265,19,1686
274,352,17,1265,19,1653
275,334,17,1265,19,1635
276,319,17,1265,19,1620
277,301,17,1265,19,1602
279,269,17,1265,19,1570
281,233,17,1265,19,1534
283,202,17,1265,19,1503
284,350,18,1099,19,1486
287,299,18,1099,19,1435
288,283,18,1099,19,1419
289,264,18,1099,19,1400
290,250,18,1099,19,1386
292,217,18,1099,19,1353
293,199,18,1099,19,1335
294,181,18,1099,19,1317
297,133,18,1099,19,1269
298,168,33,1033,19,1253
299,151,33,1033,19,1236
300,133,33,1033,19,1218
301,116,33,1033,19,1201
302,99,33,1033,19,1184
304,66,33,1033,19,1151
307,17,33,1033,19,1102
309,135,14,901,19,1069
311,102,14,901,19,1036
312,85,14,901,19,1019
313,68,14,901,19,1002
314,232,35,699,19,985
315,215,35,699,19,968
316,198,35,699,19,951
317,181,35,699,19,934
318,167,35,699,19,920
319,300,17,567,19,903
321,264,17,567,19,867
322,250,17,567,19,853
324,215,17,567,19,818
325,198,17,567,19,801
327,165,17,567,19,768
329,132,17,567,19,735
330,115,17,567,19,718
332,83,17,567,19,686
334,49,17,567,19,652
335,31,17,567,19,634
336,15,17,567,19,618
337,17,34,649,18,718
338,117,17,549,18,701
339,101,17,549,18,685
341,68,17,549,18,652
342,50,17,549,18,634
343,32,17,549,18,616
345,17,33,516,18,584
346,151,17,381,18,567
347,135,17,381,18,551
348,118,17,381,18,534
350,83,17,381,18,499
351,484,32,51,17,584
353,449,32,51,17,549
354,435,32,51,17,535
355,416,32,51,17,516
356,399,32,51,17,499
357,383,32,51,17,483
360,333,32,51,17,433
361,318,32,51,17,418
362,300,32,51,17,400
365,251,32,51,17,351
367,216,32,51,17,316
369,182,32,51,17,282
370,167,32,51,17,267
371,165,17,51,17,250
373,130,17,51,17,215
375,99,17,51,17,184
377,65,17,51,17,150
378,49,17,51,17,134
379,33,17,51,17,118
380,15,17,51,17,100
381,85,32,117,18,252
384,32,32,117,18,199
386,32,33,84,18,167
389,484,33,33,20,570
390,468,33,33,20,554
391,449,33,33,20,535
392,433,33,33,20,519
393,418,33,33,20,504
394,401,33,33,20,487
395,384,33,33,20,470
396,366,33,33,20,452
397,350,33,33,20,436
399,317,33,33,20,403
400,302,33,33,20,388
401,283,33,33,20,369
402,267,33,33,20,353
403,248,33,33,20,334
404,232,33,33,20,318
406,201,33,33,20,287
407,184,33,33,20,270
408,166,33,33,20,252
409,149,33,33,20,235
410,132,33,33,20,218
413,266,18,82,16,382
414,250,18,82,16,366
415,232,18,82,16,348
416,217,18,82,16,333
417,200,18,82,16,316
419,166,18,82,16,282
420,150,18,82,16,266
421,133,18,82,16,249
424,81,18,82,16,197
425,66,18,82,16,182
426,49,18,82,16,165
427,34,18,82,16,150
428,199,34,50,19,302
429,184,34,50,19,287
430,166,34,50,19,269
431,151,34,50,19,254
432,218,19,279,17,533
434,185,19,279,17,500
435,168,19,279,17,483
436,152,19,279,17,467
437,135,19,279,17,450
438,117,19,279,17,432
439,101,19,279,17,416
440,84,19,279,17,399
442,50,19,279,17,365
443,34,19,279,17,349
444,38,31,248,17,334
445,19,31,248,17,315
447,34,15,217,17,283
448,31,36,181,17,265
449,35,16,181,17,249
450,152,18,114,18,302
451,132,18,114,18,282
452,116,18,114,18,266
453,102,18,114,18,252
454,266,34,616,16,932
458,201,34,616,16,867
459,183,34,616,16,849
460,165,34,616,16,831
461,151,34,616,16,817
463,118,34,616,16,784
464,101,34,616,16,767
465,84,34,616,16,750
466,68,34,616,16,734
467,150,34,517,16,717
468,132,34,517,16,699
469,1517,34,49,17,1617
472,1466,34,49,17,1566
473,1452,34,49,17,1552
474,1433,34,49,17,1533
475,1418,34,49,17,1518
476,1401,34,49,17,1501
478,1367,34,49,17,1467
481,1316,34,49,17,1416
483,1283,34,49,17,1383
485,1250,34,49,17,1350
486,1234,34,49,17,1334
487,1216,34,49,17,1316
488,1202,34,49,17,1302
489,1185,34,49,17,1285
490,1167,34,49,17,1267
491,1151,34,49,17,1251
492,1133,34,49,17,1233
493,1117,34,49,17,1217
494,1100,34,49,17,1200
495,1084,34,49,17,1184
496,1062,34,49,17,1162
498,1032,34,49,17,1132
499,1016,34,49,17,1116
